year,month,day,julday,lat,lon,updep,lowdep,depth,gear,mesh,dataset_ID,Cglac1_abunm2,Cglac2_abunm2,Cglac3_abunm2,Cglac4_abunm2,Cglac5_abunm2,Cglac6_abunm2,Cglac6f_abunm2,Cglac6m_abunm2,Chypc1_abunm2,Chypc2_abunm2,Chypc3_abunm2,Chypc4_abunm2,Chypc5_abunm2,Chypc6_abunm2,Chypc6f_abunm2,Chypc6m_abunm2,Cgla_abunm2,Chyp_abunm2
1996,8,10.0,223.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,3605.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685.0,0.0
1996,8,14.0,227.0,68.5116,13.7833,0.0,140.0,144.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,127.99999996,,0.0,0.0,0.0,127.99999996
1996,8,14.0,227.0,68.7333,13.1667,0.0,100.0,118.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,256.0,,0.0,0.0,0.0,256.0
1996,8,21.0,234.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,2915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915.0,0.0
1996,8,30.0,243.0,74.0,19.2167,0.0,130.0,140.0,WP II-56 cm,180,35,0.0,128.00000005,511.99999994,1279.99999998,1407.9999999,,384.00000001999996,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3711.9999995,0.0
1996,8,31.0,244.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,2080.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120.0,0.0
1996,9,10.0,254.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0
1996,9,20.0,264.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
1996,9,30.0,274.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0
1996,10,3.0,277.0,74.0,19.2167,0.0,140.0,140.0,WP II-56 cm,180,35,127.99999996,639.9999999400001,1919.9999994,384.00000002,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3071.9999996,0.0
1996,10,4.0,278.0,72.0,19.6833,0.0,305.0,311.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.000000125,,15.999999879999999,0.0,0.0,40.000000005000004
1996,10,4.0,278.0,73.5,19.3333,0.0,475.0,480.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,152.0,,39.999999849999995,0.0,0.0,191.99999985
1996,10,10.0,284.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
1996,10,20.0,294.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,80.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0
1996,10,30.0,304.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0
1996,11,15.0,320.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,110.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0
1996,12,22.0,357.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,40.0,40.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0
1997,2,1.0,32.0,63.9,1.8,0.0,200.0,1793.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.0,0.0
1997,2,1.0,32.0,64.135,1.2617,0.0,200.0,2410.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.0,0.0
1997,2,4.0,35.0,70.4922,19.9908,0.0,135.0,141.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,7.999999965000001,,7.999999965000001,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.000000065000002,0.0
1997,2,7.0,38.0,71.9907,19.6852,0.0,305.0,316.0,WP II-56 cm,180,35,0.0,0.0,0.0,7.9999999399999995,7.9999999399999995,,15.999999879999999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.000000064999995,0.0
1997,2,8.0,39.0,73.505,19.3353,0.0,470.0,481.0,WP II-56 cm,180,35,8.000000190000002,0.0,191.99999986,135.99999994,24.000000099999998,,120.00000003000001,8.000000190000002,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,487.99999984,0.0
1997,2,8.0,39.0,73.9918,19.2183,0.0,135.0,141.0,WP II-56 cm,180,35,0.0,0.0,1952.0000000999999,1023.999999975,127.99999998,,255.99999996,0.0,0.0,0.0,0.0,0.0,7.999999965000001,,7.999999965000001,0.0,3360.0000001500002,16.000000065000002
1997,2,20.0,51.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,265.0,15.0,0.0,40.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,0.0
1997,3,2.0,61.0,66.0,2.0,0.0,100.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0
1997,3,3.0,62.0,66.0,2.0,0.0,200.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.000000150000005,0.0,60.000000150000005,0.0,0.0,107.99999985000001
1997,3,4.0,63.0,66.0,2.0,200.0,500.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.999999899999999,0.0,0.0,15.999999899999999
1997,3,10.0,69.0,66.0,2.0,200.0,500.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.000000100000001,0.0,0.0,8.000000100000001
1997,3,12.0,71.0,66.0,2.0,0.0,500.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,32.0,0.0,0.0,40.0
1997,3,12.0,71.0,70.5,20.0,0.0,115.0,122.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,16.000000025,,7.999999955,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.999999980000002,0.0
1997,3,13.0,72.0,72.0,19.6833,0.0,300.0,310.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.999999899999999,0.0,0.0,15.999999899999999
1997,3,14.0,73.0,73.5,19.3333,0.0,470.0,478.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,64.00000011,,0.0,0.0,0.0,0.0,0.0,64.00000011,24.000000099999998,,31.999999820000003,0.0,64.00000011,120.00000003000001
1997,3,14.0,73.0,74.0,19.2167,0.0,135.0,136.0,WP II-56 cm,180,35,0.0,63.99999999,95.999999985,63.99999999,0.0,,223.999999965,0.0,0.0,0.0,0.0,0.0,7.999999965000001,,0.0,0.0,448.000000065,7.999999965000001
1997,3,16.0,75.0,66.0,2.0,0.0,200.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,0.0,23.99999985,0.0,0.0,0.0,768.0,1152.0,384.0,0.0,132.0,60.0,23.99999985,2496.0
1997,3,17.0,76.0,66.0,2.0,200.0,1000.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,768.0,192.0,0.0,231.9999999,48.0,0.0,1495.9999999
1997,3,18.0,77.0,66.0,2.0,1000.0,1400.0,2001.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,624.0,192.0,128.0,,240.0,48.0,0.0,1232.0
1997,3,23.0,82.0,63.3095,3.1327,0.0,200.0,1070.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0
1997,3,23.0,82.0,63.663,2.3378,0.0,200.0,1428.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,128.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,128.0,0.0
1997,3,23.0,82.0,63.8987,1.8022,0.0,200.0,1769.0,WP II-56 cm,180,36,0.0,0.0,0.0,64.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,64.0,0.0
1997,3,23.0,82.0,64.37,0.7285,0.0,200.0,2600.0,WP II-56 cm,180,36,0.0,0.0,0.0,64.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,64.0,0.0
1997,3,23.0,82.0,64.6667,0.0,0.0,200.0,2695.0,WP II-56 cm,180,36,0.0,0.0,0.0,128.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,128.0,0.0
1997,4,6.0,96.0,62.3667,5.2,0.0,150.0,169.0,WP II-56 cm,180,36,0.0,0.0,31.999999950000003,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,31.999999950000003,0.0
1997,4,6.0,96.0,62.4833,4.945,0.0,190.0,200.0,WP II-56 cm,180,36,0.0,32.00000007,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.00000007,0.0
1997,4,19.0,109.0,63.4273,2.8692,0.0,200.0,2400.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,64.0,64.0,,0.0,0.0,0.0,128.0
1997,4,19.0,109.0,64.37,0.7285,0.0,200.0,2100.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,128.0,0.0,,0.0,0.0,0.0,128.0
1997,4,20.0,110.0,62.6023,4.6898,0.0,180.0,190.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,64.00000007999999,,0.0,0.0,0.0,64.00000007999999
1997,4,20.0,110.0,62.72,4.4333,0.0,175.0,186.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,127.99999992500001,,0.0,0.0,0.0,127.99999992500001
1997,4,20.0,110.0,63.1917,3.395,0.0,200.0,1008.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,384.0,0.0,,0.0,0.0,0.0,384.0
1997,4,22.0,112.0,48.77167,-68.23333,0.0,0.0,300.0,Ring net 1.0m (1.0 m),333,34,0.0,410.725,0.0,5640.637500000001,730.4625000000001,0.0,2147.0625,0.0,0.0,0.0,0.0,4294.125,7400.362499999999,0.0,7488.900000000001,76.25,9134.25,19297.7625
1997,4,25.0,115.0,62.6,4.182,0.0,170.0,180.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,127.99999992,,0.0,0.0,0.0,127.99999992
1997,4,25.0,115.0,62.73,3.968,0.0,200.0,435.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,64.0,,0.0,0.0,0.0,64.0
1997,4,26.0,116.0,63.0,3.44,0.0,200.0,847.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,32.0,0.0,,0.0,0.0,0.0,32.0
1997,4,26.0,116.0,63.27,2.753,0.0,200.0,1095.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,96.0,0.0,,0.0,0.0,0.0,96.0
1997,4,26.0,116.0,63.53,2.037,0.0,200.0,1401.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,192.0,64.0,,0.0,0.0,0.0,256.0
1997,4,26.0,116.0,63.8,1.267,0.0,200.0,2097.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,64.0,128.0,0.0,64.0,0.0,,0.0,0.0,0.0,256.0
1997,4,26.0,116.0,64.05,0.535,0.0,200.0,2385.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,0.0,0.0,64.0,0.0,,0.0,0.0,0.0,96.0
1997,4,26.0,116.0,64.3,-0.18,0.0,200.0,2571.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,128.0,0.0,,0.0,0.0,0.0,128.0
1997,4,27.0,117.0,64.55,-0.96,0.0,200.0,2775.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,64.0,0.0,256.0,0.0,,0.0,0.0,0.0,320.0
1997,5,14.0,134.0,48.66667,-68.58333,0.0,0.0,342.0,Ring net 1.0m (1.0 m),333,34,0.0,404.2,0.0,229.4,802.95,0.0,114.7,114.7,0.0,0.0,0.0,475.20000000000005,11224.8,0.0,11347.725,202.1,2498.925,23350.875
1997,5,19.0,139.0,76.0,32.97,0.0,293.0,318.0,Multinet,150,46,,,,,,,,,0.0,116.48906186999999,2.6410683049999997,0.0,14.792094159,,16.909775392,0.0,0.0,150.832000019
1997,5,20.0,140.0,76.65,33.5,0.0,120.0,137.0,Multinet,150,46,,,,,,,,,61.753814039999995,0.0,0.0,0.0,3.2575644,,15.86162148,0.0,0.0,80.87300004000001
1997,5,20.0,140.0,76.73,33.63,0.0,100.0,113.0,Multinet,150,46,,,,,,,,,0.0,0.0,0.0,5.4165217000000005,5.474226799999999,,0.0382515,0.0,0.0,10.929
1997,5,20.0,140.0,77.02,33.87,0.0,100.0,153.0,Multinet,150,46,,,,,,,,,0.0,8.009817,7.997132199999999,11.7759341,18.7716013,,16.869515500000002,0.0,0.0,63.424
1997,5,22.0,142.0,48.66667,-68.58333,0.0,0.0,342.0,Ring net 1.0m (1.0 m),333,34,0.0,202.1,202.1,991.3874999999999,229.4,0.0,114.7,229.4,202.1,606.3,0.0,475.20000000000005,6685.724999999999,0.0,2630.0249999999996,0.0,2457.9375,11003.550000000001
1997,5,22.0,142.0,77.35,34.58,0.0,150.0,175.0,Multinet,150,46,,,,,,,,,0.0,0.0,0.0,39.45280395,51.723558,,64.14963795,0.0,0.0,155.32600005
1997,5,23.0,143.0,77.6,34.63,0.0,150.0,178.0,Multinet,150,46,,,,,,,,,0.0,0.0,0.0,55.45686405,180.10626555000002,,131.70087045,0.0,0.0,367.26400005
1997,5,29.0,149.0,48.66667,-68.58333,0.0,0.0,342.0,Ring net 1.0m (1.0 m),333,34,0.0,0.0,202.1,0.0,3621.4125000000004,0.0,1163.4375,114.7,0.0,0.0,0.0,114.7,6038.4375,0.0,4530.862499999999,0.0,5260.049999999999,10741.35
1997,6,1.0,152.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,50.0,50.0,0.0,0.0,1105.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
1997,6,3.0,154.0,48.66667,-68.58333,0.0,0.0,342.0,Ring net 1.0m (1.0 m),158,34,0.0,0.0,0.0,0.0,1710.0,0.0,76.25,0.0,0.0,0.0,404.2,1366.9125,8967.4875,0.0,4712.4375,0.0,1824.375,15653.137499999999
1997,6,10.0,161.0,69.42,-51.67,0.0,50.0,302.4482117,Submersible pump,50,51,438.59649125000004,389.86354775,194.9317739,97.46588695,292.3976608,,97.46588695,0.0,243.66471735,194.9317739,1608.1871345,48.73294345,292.3976608,,48.73294345,0.0,1510.7212475000001,2436.6471735
1997,6,10.0,161.0,69.5,-51.92,0.0,50.0,202.0736237,Submersible pump,50,51,0.0,0.0,0.0,0.0,0.0,,600.6006004999999,0.0,200.20020019999998,1201.2012009999999,7007.0070049999995,0.0,1001.001001,,0.0,0.0,600.6006004999999,9409.40941
1997,6,10.0,161.0,69.53,-52.01,0.0,50.0,25.08867455,Submersible pump,50,51,0.0,97.98157945,195.96315895,0.0,195.96315895,,97.98157945,0.0,195.96315895,489.9078973,3821.2815990000004,97.98157945,685.871056,,97.98157945,0.0,587.8894769999999,5388.98687
1997,6,11.0,162.0,48.66667,-68.58333,0.0,0.0,342.0,Ring net 1.0m (1.0 m),333,34,0.0,0.0,0.0,0.0,892.7624999999999,0.0,190.975,63.65,0.0,0.0,0.0,1482.4125,4048.5750000000003,0.0,797.2874999999999,0.0,1274.6999999999998,6328.275000000001
1997,6,11.0,162.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,55.0,25.0,15.0,0.0,1070.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.0
1997,6,11.0,162.0,69.14,-51.66,0.0,50.0,309.7773743,Submersible pump,50,51,104.3296818,521.648409,312.9890454,104.3296818,312.9890454,,104.3296818,0.0,0.0,0.0,1043.296818,0.0,208.6593636,,0.0,0.0,1460.6155449999999,1251.9561815
1997,6,11.0,162.0,69.14,-51.3,0.0,50.0,254.3131561,Submersible pump,50,51,189.69033055,663.916157,189.69033055,0.0,379.38066105,,0.0,0.0,189.69033055,284.53549580000004,2655.6646275,94.84516525,758.761322,,0.0,0.0,1422.677479,3983.496941
1997,6,11.0,162.0,69.27,-51.16,0.0,50.0,272.6631775,Submersible pump,50,51,0.0,0.0,25.755936750000004,51.51187350000001,0.0,,0.0,0.0,0.0,77.26781025,25.755936750000004,0.0,0.0,,0.0,0.0,77.26781025,103.02374695
1997,6,11.0,162.0,69.32,-51.35,0.0,50.0,351.7008972,Submersible pump,50,51,167.7781972,0.0,0.0,0.0,335.55639445,,167.7781972,0.0,167.7781972,838.890986,8556.68806,0.0,2348.894761,,0.0,0.0,671.112789,11912.252005
1997,6,12.0,163.0,68.89,-52.1,0.0,50.0,159.6110229,Submersible pump,50,51,0.0,209.24879679999998,0.0,104.62439839999999,104.62439839999999,,0.0,0.0,1150.8683825,418.49759365,2092.487968,0.0,209.24879679999998,,0.0,0.0,418.49759365,3871.102741
1997,6,12.0,163.0,68.92,-52.13,0.0,50.0,179.8090363,Submersible pump,50,51,1571.58573,733.406674,104.77238200000001,104.77238200000001,104.77238200000001,,0.0,0.0,0.0,209.54476400000001,261.930955,0.0,209.54476400000001,,52.386191000000004,0.0,2619.30955,733.406674
1997,6,12.0,163.0,69.0,-52.22,0.0,50.0,308.1936646,Submersible pump,50,51,107.50954145,215.01908295,0.0,0.0,0.0,,215.01908295,0.0,0.0,322.5286244,2472.719454,0.0,752.5667905,,107.50954145,0.0,537.5477075,3655.32441
1997,6,12.0,163.0,69.14,-52.36,0.0,50.0,475.3240967,Submersible pump,50,51,203.2210537,0.0,101.61052685,0.0,0.0,,203.2210537,0.0,0.0,203.2210537,1320.936849,0.0,304.83158055,,304.83158055,0.0,508.0526345,2133.8210639999998
1997,6,12.0,163.0,69.25,-52.5,0.0,50.0,478.355835,Submersible pump,50,51,0.0,306.51340995,0.0,0.0,0.0,,408.6845466,0.0,306.51340995,715.1979565,1430.395913,204.3422733,715.1979565,,102.17113665,0.0,715.1979565,3473.818646
1997,6,13.0,164.0,69.14,-53.3,0.0,50.0,338.7137146,Submersible pump,50,51,2086.593636,3755.8685445,1669.2749084999998,0.0,0.0,,834.6374545,0.0,0.0,834.6374545,2503.912363,1251.9561815,2086.593636,,0.0,0.0,8346.374545,6677.0996350000005
1997,6,13.0,164.0,69.14,-52.81,0.0,50.0,408.2995605,Submersible pump,50,51,884.1732979999999,0.0,196.4829551,0.0,294.72443265,,294.72443265,0.0,294.72443265,589.4488655,2161.312506,196.4829551,884.1732979999999,,294.72443265,0.0,1670.1051185000001,4420.86649
1997,6,13.0,164.0,69.17,-53.52,0.0,50.0,397.2903748,Submersible pump,50,51,2226.2699860000002,3137.016798,505.97045149999997,202.38818055,0.0,,0.0,0.0,910.7468125,809.5527219999999,3238.2108885000002,1011.9409025,1214.329083,,0.0,0.0,6071.645415,7184.78041
1997,6,13.0,164.0,69.21,-53.54,0.0,50.0,175.8648376,Submersible pump,50,51,0.0,1732.1310305000002,407.56024249999996,101.89006060000001,0.0,,0.0,0.0,0.0,203.78012124999998,2343.4713945,0.0,203.78012124999998,,0.0,0.0,2241.5813335,2751.031637
1997,6,13.0,164.0,69.36,-52.64,0.0,50.0,239.6326599,Submersible pump,50,51,209.24879679999998,313.87319525000004,0.0,0.0,104.62439839999999,,0.0,0.0,0.0,0.0,732.370789,0.0,0.0,,0.0,0.0,627.7463905000001,732.370789
1997,6,14.0,165.0,68.78,-53.23,0.0,50.0,204.5557251,Submersible pump,50,51,1221.001221,1221.001221,2035.0020350000002,610.5006105,203.50020350000003,,203.50020350000003,0.0,1424.5014245,1221.001221,8343.508345,203.50020350000003,203.50020350000003,,0.0,0.0,5494.505495,11396.011395
1997,6,14.0,165.0,68.88,-53.31,0.0,50.0,699.0916748,Submersible pump,50,51,1849.2834025,1027.379668,616.427801,205.47593365,102.73796680000001,,0.0,0.0,102.73796680000001,0.0,2568.4491705,308.21390045,0.0,,0.0,0.0,3801.3047720000004,2979.4010375
1997,6,14.0,165.0,68.99,-53.4,0.0,50.0,8.903214455,Submersible pump,50,51,835.814658,731.3378260000001,313.4304968,104.47683225,0.0,,104.47683225,0.0,104.47683225,104.47683225,626.8609935,104.47683225,313.4304968,,0.0,0.0,2089.536645,1253.721987
1997,6,14.0,165.0,69.1,-53.45,0.0,50.0,149.9060059,Submersible pump,50,51,0.0,625.978091,208.6593636,0.0,104.3296818,,312.9890454,0.0,104.3296818,208.6593636,1043.296818,104.3296818,730.3077724999999,,104.3296818,0.0,1251.9561815,2295.2529995
1997,6,14.0,165.0,69.14,-53.5,0.0,50.0,372.8924255,Submersible pump,50,51,211.33829980000002,422.67659955,317.0074497,105.66914990000001,0.0,,105.66914990000001,0.0,105.66914990000001,0.0,3275.7436464999996,105.66914990000001,1373.6989485000001,,105.66914990000001,0.0,1162.360649,4966.450045
1997,6,15.0,166.0,68.56,-53.78,0.0,50.0,397.2872009,Submersible pump,50,51,21522.227444999997,5223.841615,1671.629316,0.0,208.9536645,,0.0,0.0,8985.007575,2298.49031,1880.5829804999998,0.0,208.9536645,,0.0,0.0,28626.65204,13373.03453
1997,6,15.0,166.0,68.69,-53.87,0.0,50.0,790.9649658,Submersible pump,50,51,8340.192045,5706.44719,2633.744856,658.436214,0.0,,0.0,0.0,26117.969820000002,2633.744856,12071.33059,219.47873800000002,0.0,,0.0,0.0,17338.8203,41042.524005
1997,6,15.0,166.0,68.87,-53.96,0.0,50.0,271.5969849,Submersible pump,50,51,940.2914904999999,940.2914904999999,208.9536645,104.47683225,0.0,,0.0,0.0,104.47683225,104.47683225,313.4304968,208.9536645,0.0,,104.47683225,0.0,2194.0134775,835.814658
1997,6,15.0,166.0,68.95,-54.05,0.0,50.0,97.34382629,Submersible pump,50,51,2712.5717265,3234.2201355,417.3187272,104.3296818,208.6593636,,0.0,0.0,1460.6155449999999,208.6593636,4277.5169535,730.3077724999999,1043.296818,,0.0,0.0,6677.0996350000005,7720.396454999999
1997,6,15.0,166.0,69.05,-54.12,0.0,50.0,124.5132446,Submersible pump,50,51,3848.003848,5558.22778,1496.445941,0.0,534.444979,,0.0,0.0,962.000962,320.66698735,962.000962,534.444979,0.0,,0.0,0.0,11437.12255,2779.11389
1997,6,16.0,167.0,69.15,-54.16,0.0,50.0,90.74506378,Submersible pump,50,51,1232.855602,2362.973237,513.689834,0.0,102.73796680000001,,0.0,0.0,102.73796680000001,410.95186725,205.47593365,513.689834,308.21390045,,0.0,0.0,4212.2566395,1541.069502
1997,6,16.0,167.0,69.19,-54.19,0.0,50.0,99.32614899,Submersible pump,50,51,1625.7684295000001,1422.547376,0.0,406.4421074,0.0,,0.0,0.0,0.0,406.4421074,2032.210537,914.4947415,914.4947415,,0.0,0.0,3454.7579130000004,4267.6421275
1997,6,16.0,167.0,69.23,-54.22,0.0,50.0,241.1804962,Submersible pump,50,51,4732.510288,7201.64609,3292.18107,411.52263375,0.0,,205.76131685000001,0.0,1851.851852,205.76131685000001,411.52263375,1851.851852,205.76131685000001,,0.0,0.0,15843.6214,4526.748971
1997,6,16.0,167.0,69.3,-54.37,0.0,50.0,142.3640442,Submersible pump,50,51,702.5996185,2609.655726,2810.3984745000002,903.342367,100.37137410000001,,100.37137410000001,0.0,200.74274815,501.8568705,903.342367,1003.713741,401.48549635000006,,0.0,0.0,7226.738935,3011.1412225
1997,6,16.0,167.0,73.5015,19.339,0.0,475.0,481.0,WP II-56 cm,180,35,0.0,1024.00000015,12287.999998,26624.000002,13056.00000025,,512.000000075,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,53504.0,0.0
1997,6,16.0,167.0,74.0012,19.2227,0.0,130.0,140.0,WP II-56 cm,180,35,1791.9999994,1024.00000001,1664.0,79.99999994999999,112.00000005999999,,320.00000006,0.0,0.0,0.0,63.999999960000004,63.999999960000004,15.999999990000001,,0.0,0.0,4992.0,144.00000004
1997,6,17.0,168.0,70.5012,19.9947,0.0,112.0,122.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,63.999999951999996,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,63.999999951999996,0.0
1997,6,17.0,168.0,72.0018,19.6715,0.0,300.0,309.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,15.999999899999999,0.0,0.0,39.9999999
1997,6,18.0,169.0,48.66667,-68.58333,0.0,0.0,342.0,Ring net 1.0m (1.0 m),158,34,0.0,0.0,0.0,0.0,1294.5375,0.0,267.65,76.475,0.0,0.0,0.0,835.7249999999999,3277.3125,0.0,1409.25,0.0,1810.7250000000001,5522.2875
1997,6,20.0,171.0,62.955,3.92,0.0,200.0,840.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,0.0,0.0,16.0
