year,month,day,julday,lat,lon,updep,lowdep,depth,gear,mesh,dataset_ID,Cglac1_abunm2,Cglac2_abunm2,Cglac3_abunm2,Cglac4_abunm2,Cglac5_abunm2,Cglac6_abunm2,Cglac6f_abunm2,Cglac6m_abunm2,Chypc1_abunm2,Chypc2_abunm2,Chypc3_abunm2,Chypc4_abunm2,Chypc5_abunm2,Chypc6_abunm2,Chypc6f_abunm2,Chypc6m_abunm2,Cgla_abunm2,Chyp_abunm2,Cglac1_abunm2_corr,Cglac2_abunm2_corr,Cglac3_abunm2_corr,Cglac4_abunm2_corr,Cglac5_abunm2_corr,Cglac6_abunm2_corr,Cglac6f_abunm2_corr,Cglac6m_abunm2_corr,Chypc1_abunm2_corr,Chypc2_abunm2_corr,Chypc3_abunm2_corr,Chypc4_abunm2_corr,Chypc5_abunm2_corr,Chypc6_abunm2_corr,Chypc6f_abunm2_corr,Chypc6m_abunm2_corr,Cgla_abunm2_corr,Chyp_abunm2_corr
2003,7,2,183,49.71617,-66.2495,0,331,335,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,3592.9057,8982.2477,,3952.1731,,0,16527.3265,,,,,,,,,,,,3592.9057,8982.2477,,3952.1731,,0,16527.3265
2003,7,3,184,48.67133,-68.57517,0,335,342,Ring net 1.0m (1.0 m),333,34,,,33.969,203.7135,780.9185,,101.8735,67.9045,,,,1392.059,2852.0225,,407.427,,1188.379,4651.5085,,,34.41640933,203.7223041,780.9185141,,101.8735,67.90450085,,,,1392.059073,2852.0225,,407.427,,1188.835228,4651.508573
2003,7,10,191,48.67,-68.574,0,335,342,Ring net 1.0m (1.0 m),333,34,,,,152.9275,688.224,,229.408,38.2235,,,,1911.7445,2982.3375,,611.777,,1108.783,5505.859,,,,152.9341092,688.2240125,,229.4080001,38.22350048,,,,1911.744601,2982.3375,,611.777,,1108.789622,5505.859101
2003,7,16,197,48.67133,-68.573,0,335,342,Ring net 1.0m (1.0 m),333,34,,,,237.984,1427.9375,,297.48,,,,,2498.8655,3986.299,,951.936,,1963.4015,7437.1005,,,,237.9942852,1427.937526,,297.4800001,,,,,2498.865632,3986.299,,951.936,,1963.411811,7437.100632
2003,7,23,204,49.2415,-66.2015,0,165,189,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,2515.029,359.2875,,359.2875,,0,3233.604,,,,,,,,,,,,2515.029,359.2875,,359.2875,,0,3233.604
2003,7,23,204,49.71567,-66.253,0,315,345,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,4311.4995,12575.178,,2874.312,,0,19760.9895,,,,,,,,,,,,4311.4995,12575.178,,2874.312,,0,19760.9895
2003,7,24,205,48.671,-68.58333,0,335,342,Ring net 1.0m (1.0 m),333,34,,,,203.1775,1489.946,,474.092,135.4405,,,,3860.339,5350.285,,1286.7685,,2302.656,10497.3925,,,,203.186281,1489.946027,,474.0920002,135.4405017,,,,3860.339204,5350.285,,1286.7685,,2302.66481,10497.3927
2003,7,24,205,62.6033,4.69,0,185,188,WP II-56 cm,180,36,0,0,0,0,0,,0,0,0,0,0,0,128,,0,0,0,128,0,0,0,0,0,,0,0,0,0,0,0,128,,0,0,0,128
2003,7,24,205,62.84,4.175,0,630,637,WP II-56 cm,180,36,0,0,0,0,0,,0,0,0,0,255.9999998,0,287.9999999,,88.0000002,0,0,631.9999999,0,0,0,0,0,,0,0,0,0,256.000072,0,287.9999999,,88.0000002,0,0,632.0000721
2003,7,24,205,63.0733,3.655,0,0,978,WP II-56 cm,180,36,0,0,0,0,0,0,0,0,0,0,779.9999998,83.99999996,1572,0,827.9999998,0,0,3264,0,0,0,0,0,0,0,0,0,0,780.0002199,83.99999996,1572,0,827.9999998,0,0,3264.00022
2003,7,25,206,63.6667,2.3583,0,1440,1441,WP II-56 cm,180,36,0,0,0,0,0,,0,0,0,0,512.0000006,47.99999952,1104,,816.0000005,0,0,2480,0,0,0,0,0,,0,0,0,0,512.0001451,47.99999952,1104,,816.0000005,0,0,2480.000146
2003,7,26,207,64.6667,0.045,0,2650,2695,WP II-56 cm,180,36,0,0,0,0,0,,0,0,0,0,1280,63.99999895,1023.999999,,1023.999999,0,0,3392,0,0,0,0,0,,0,0,0,0,1280.000361,63.99999895,1023.999999,,1023.999999,0,0,3392.000359
2003,7,30,211,48.66667,-68.58333,0,320,342,Ring net 1.0m (1.0 m),333,34,,,,178.08,2404,,267.104,89.024,,,,3205.312,5431.232,,534.208,,2938.208,9170.752,,,,178.0876963,2404.000044,,267.1040001,89.02400111,,,,3205.312169,5431.232,,534.208,,2938.215741,9170.752169
2003,8,2,214,60.1656,-78.98943,0,97.5,132,Ring net 0.75m (0.75 m),202,34,,,,320.9895,641.979,,,,,,160.49475,,160.49475,,,,962.9685,320.9895,,,,320.9895001,641.979,,,,,,160.4953671,,160.49475,,,,962.9685001,320.9901171
2003,8,2,214,60.16632,-78.98848,0,97.3,131,Ring net 0.75m (0.75 m),202,34,,,,,,,556.12788,,,,,,,,,,556.12788,0,,,,,,,556.12788,,,,,,,,,,556.12788,0
2003,8,2,214,60.35043,-81.97962,0,116.1,149,Ring net 0.75m (0.75 m),202,34,,321.05133,321.05133,,,,321.05133,,,,,,,,,,963.15399,0,,321.3299507,321.0521245,,,,321.05133,,,,,,,,,,963.4334052,0
2003,8,2,214,60.3515,-81.97802,0,115.8,149,Ring net 0.75m (0.75 m),202,34,,,,,320.22174,,640.45506,,,,,,,,,,960.6768,0,,,,,320.22174,,640.45506,,,,,,,,,,960.6768,0
2003,8,2,214,60.35285,-81.9761,0,115.3,148,Ring net 0.75m (0.75 m),202,34,,318.83909,318.83909,,318.83909,,318.83909,,,,318.83909,,,,,,1275.35636,318.83909,,319.1157908,318.839879,,318.83909,,318.83909,,,,318.8403158,,,,,,1275.63385,318.8403158
2003,8,4,216,60.649,-87.4655,0,165.4,204,Ring net 0.75m (0.75 m),202,34,,,,,562.36,,,,,,,,,,,,562.36,0,,,,,562.36,,,,,,,,,,,,562.36,0
2003,8,5,217,60.83293,-90.00357,0,77.4,129,Ring net 0.75m (0.75 m),202,34,,,,,,,,,405.66114,,,,,,,,0,405.66114,,,,,,,,,415.6805888,,,,,,,,0,415.6805888
2003,8,5,217,60.83783,-90.00405,0,79.1,128,Ring net 0.75m (0.75 m),202,34,,,414.57101,,,,,,,,829.14202,,,,,,414.57101,829.14202,,,414.5720359,,,,,,,,829.1452078,,,,,,414.5720359,829.1452078
2003,8,5,217,60.83957,-90.00658,0,106.8,125,Ring net 0.75m (0.75 m),202,34,,,1679.24844,,,,,,,,,,,,,,1679.24844,0,,,1679.252596,,,,,,,,,,,,,,1679.252596,0
2003,8,6,218,60.90837,-91.76688,0,81.8,109,Ring net 0.75m (0.75 m),202,34,,,822.11454,822.11454,,,,,,,,,,,,,1644.22908,0,,,822.1165745,822.1145402,,,,,,,,,,,,,1644.231115,0
2003,8,6,218,60.91483,-91.7965,0,81.4,117,Ring net 0.75m (0.75 m),202,34,,1636.1807,,,,,,,,,,,,,,,1636.1807,0,,1637.600641,,,,,,,,,,,,,,,1637.600641,0
2003,8,7,219,64.33462,-87.33755,0,77.3,99,Ring net 0.75m (0.75 m),202,34,,978.97358,,,,,,,,,,,,,,,978.97358,0,,979.8231709,,,,,,,,,,,,,,,979.8231709,0
2003,8,7,219,64.33478,-87.33877,0,75.8,98,Ring net 0.75m (0.75 m),202,34,,959.97668,479.98834,479.98834,,,,,,,,,,,,,1919.95336,0,,960.8097847,479.9895278,479.9883401,,,,,,,,,,,,,1920.787653,0
2003,8,9,221,65.14,-81.339,0,353.9,451,Ring net 0.75m (0.75 m),202,34,801.12343,3605.10852,5607.93479,,801.12343,,,,,801.12343,400.57941,,,,,,10815.29017,1201.70284,826.8978201,3608.237172,5607.948668,,801.12343,,,,,801.4114636,400.5809501,,,,,,10844.20709,1201.992414
2003,8,9,221,65.141,-81.3385,0,357.4,449,Ring net 0.75m (0.75 m),202,34,404.54106,809.04638,,404.54106,809.04638,,,,,,404.54106,,404.54106,,,,2427.17488,809.08212,417.5562817,809.7485016,,404.5410601,809.04638,,,,,,404.5426153,,404.54106,,,,2440.892223,809.0836753
2003,8,9,221,65.14133,-81.3405,0,357.3,448,Ring net 0.75m (0.75 m),202,34,,3235.31577,3235.31577,808.82001,404.42787,,404.42787,,,2022.06789,404.42787,,,,,,8088.30729,2426.49576,,3238.123502,3235.323776,808.8200102,404.42787,,404.42787,,,2022.794899,404.4294249,,,,,,8091.123028,2427.224323
2003,8,10,222,63.6684,-79.57323,0,122.6,161,Ring net 0.75m (0.75 m),202,34,,3851.19702,1100.335,,,,,,,,,,,,550.1675,,4951.53202,550.1675,,3854.539237,1100.337723,,,,,,,,,,,,550.1675,,4954.87696,550.1675
2003,8,10,222,63.67068,-79.57693,0,115.5,164,Ring net 0.75m (0.75 m),202,34,,2073.23655,,,,,,,,,,,,,,,2073.23655,0,,2075.035784,,,,,,,,,,,,,,,2075.035784,0
2003,8,10,222,63.67382,-79.58302,0,123,161,Ring net 0.75m (0.75 m),202,34,,1103.925,1103.925,551.9625,,,,,,,,,,,,,2759.8125,0,,1104.883029,1103.927732,551.9625001,,,,,,,,,,,,,2760.773261,0
2003,8,11,223,62.64437,-75.51095,0,158,239,Ring net 0.75m (0.75 m),202,34,,1489.4344,496.4834,,,,496.4834,,,,,,496.4834,,,,2482.4012,496.4834,,1490.726988,496.4846286,,,,496.4834,,,,,,496.4834,,,,2483.695017,496.4834
2003,8,11,223,62.6445,-75.52173,0,180.8,238,Ring net 0.75m (0.75 m),202,34,,568.12784,1704.36544,568.12784,1136.25568,,568.12784,,,,,,568.12784,,,,4545.00464,568.12784,,568.6208832,1704.369658,568.1278401,1136.25568,,568.12784,,,,,,568.12784,,,,4545.501901,568.12784
2003,8,11,223,62.64537,-75.51508,0,174.5,237,Ring net 0.75m (0.75 m),202,34,,2741.6393,5483.2786,1096.6627,548.33135,,,,,,,,,,,,9869.91195,0,,2744.0186,5483.292169,1096.6627,548.33135,,,,,,,,,,,,9872.30482,0
2003,8,11,223,63.26678,-75.50697,0,345.7,439,Ring net 0.75m (0.75 m),202,34,,2717.27114,8695.21925,2717.27114,1086.91537,,,,,,,543.4404,543.4404,,543.4404,,15216.6769,1630.3212,,2719.629292,8695.240768,2717.271141,1086.91537,,,,,,,543.4404,543.4404,,543.4404,,15219.05657,1630.3212
2003,8,11,223,63.27135,-75.49955,0,347.4,433,Ring net 0.75m (0.75 m),202,34,,,6553.49256,1638.37314,1092.26034,,,,,,,,1092.26034,,1092.26034,,9284.12604,2184.52068,,,6553.508778,1638.37314,1092.26034,,,,,,,,1092.26034,,1092.26034,,9284.142258,2184.52068
2003,8,12,224,48.67533,-68.58517,0,322,342,Ring net 1.0m (1.0 m),333,34,,,,338.6152,880.4124,,270.8986,135.4654,,,67.7166,1964.039,3589.4306,,948.1612,,1625.3916,6569.3474,,,,338.6298343,880.4124159,,270.8986001,135.4654017,,,68.8817722,1964.039104,3589.4306,,948.1612,,1625.406252,6570.512676
2003,8,12,224,62.42282,-75.48332,0,164,202,Ring net 0.75m (0.75 m),202,34,,1115.1836,2230.3836,557.6,,,,,,,557.6,,,,,,3903.1672,557.6,,1116.151399,2230.389119,557.6000001,,,,,,,557.6021438,,,,,,3904.140519,557.6021438
2003,8,12,224,62.42447,-75.48642,0,163,205,Ring net 0.75m (0.75 m),202,34,,1644.4744,1644.4744,548.1527,,,,,,,,,,,,,3837.1015,0,,1645.901538,1644.47847,548.1527001,,,,,,,,,,,,,3838.532708,0
2003,8,12,224,62.42705,-75.49013,0,172.2,207,Ring net 0.75m (0.75 m),202,34,,555.55164,555.55164,1111.10328,1666.67214,,555.55164,,,555.55164,,,,,,,4444.43034,555.55164,,556.0337691,555.5530148,1111.10328,1666.67214,,555.55164,,,555.7513814,,,,,,,4444.913844,555.7513814
2003,8,12,224,63.27372,-75.49502,0,342.2,432,Ring net 0.75m (0.75 m),202,34,,1075.91102,1075.91102,1075.91102,537.9384,,,,,,,,1613.84942,,,,3765.67146,1613.84942,,1076.844737,1075.913683,1075.91102,537.9384,,,,,,,,1613.84942,,,,3766.60784,1613.84942
2003,8,13,225,63.82917,-75.51917,0,198.3,240,Ring net 0.75m (0.75 m),202,34,,1662.46788,13299.80253,3879.10494,4987.42347,,,554.14935,,,,3324.95559,554.14935,,,,24382.94817,3879.10494,,1663.910634,13299.83544,3879.104941,4987.42347,,,554.14935,,,,3324.95559,554.14935,,,,24384.42384,3879.10494
2003,8,13,225,63.8305,-75.5115,0,194.8,239,Ring net 0.75m (0.75 m),202,34,,2721.88196,14698.18596,12520.6726,2177.51336,,,,,,,3810.63864,544.3686,,,,32118.25388,4355.00724,,2724.244114,14698.22233,12520.6726,2177.51336,,,,,,,3810.63864,544.3686,,,,32120.65241,4355.00724
2003,8,13,225,63.832,-75.5035,0,198.1,240,Ring net 0.75m (0.75 m),202,34,,2767.99187,14393.58942,9411.19613,4982.39329,,,,,,,1107.20071,553.59045,,,,31555.17071,1660.79116,,2770.39404,14393.62504,9411.196132,4982.39329,,,,,,,1107.20071,553.59045,,,,31557.6085,1660.79116
2003,8,14,226,63.93383,-79.671,0,259.4,321,Ring net 0.75m (0.75 m),202,34,,1284.39316,,1284.39316,1284.39316,,,,,,,,642.19658,,,,3853.17948,642.19658,,1285.507806,,1284.39316,1284.39316,,,,,,,,642.19658,,,,3854.294126,642.19658
2003,8,14,226,63.93783,-79.6805,0,247.3,322,Ring net 0.75m (0.75 m),202,34,,2448.93771,3673.41893,,,,,,,612.24061,612.24061,,,,,,6122.35664,1224.48122,,2451.062992,3673.42802,,,,,,,612.4607332,612.2429639,,,,,,6124.491013,1224.703697
2003,8,14,226,63.944,-79.691,0,257.3,324,Ring net 0.75m (0.75 m),202,34,,636.99761,,636.99761,,,,636.99761,,636.99761,,,,,,,1910.99283,636.99761,,637.550421,,636.9976101,,,,636.99761,,637.2266343,,,,,,,1911.545641,637.2266343
2003,8,21,233,48.66383,-68.57767,0,335,342,Ring net 1.0m (1.0 m),333,34,,,,339.5225,2716.2135,,424.4115,254.6335,,,84.889,3140.625,7299.851,,1527.868,,3734.781,12053.233,,,,339.5371735,2716.213549,,424.4115002,254.6335032,,,86.34965075,3140.625166,7299.851,,1527.868,,3734.795726,12054.69382
2003,9,2,245,70.5003,20.0018,0,140,135,WP II-56 cm,180,35,0,512,0,0,0,,0,0,0,0,0,0,0,,0,0,512,0,0,512.063256,0,0,0,,0,0,0,0,0,0,0,,0,0,512.063256,0
2003,9,3,246,48.67617,-68.55567,0,335,342,Ring net 1.0m (1.0 m),333,34,,,,203.1775,1151.328,,135.4405,203.1775,,,,2912.1885,4402.1345,,1015.8875,,1693.1235,8330.2105,,,,203.186281,1151.328021,,135.4405001,203.1775025,,,,2912.188654,4402.1345,,1015.8875,,1693.132304,8330.210654
2003,9,3,246,71.998,19.6792,0,290,306,WP II-56 cm,180,35,0,0,127.9999999,127.9999999,0,,0,0,0,0,0,127.9999999,0,,0,0,256.0000001,127.9999999,0,0,128.0000219,127.9999999,0,,0,0,0,0,0,127.9999999,0,,0,0,256.0000218,127.9999999
2003,9,3,246,73.4987,19.3383,0,465,476,WP II-56 cm,180,35,0,0,0,767.9999999,247.9999998,,31.99999986,0,0,0,0,127.9999999,23.9999999,,7.999999965,0,1048,160.0000002,0,0,0,767.9999999,247.9999998,,31.99999986,0,0,0,0,127.9999999,23.9999999,,7.999999965,0,1048,159.9999998
2003,9,3,246,73.9968,19.2255,0,125,139,WP II-56 cm,180,35,0,64,448,640,1600,,64,0,0,0,0,0,0,,0,0,2816,0,0,64.00790701,448.0000771,640,1600,,64,0,0,0,0,0,0,,0,0,2816.007984,0
2003,9,9,252,49.24717,-66.1995,0,190,198,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,718.58,,,,,0,718.58,,,,,,,,,,,,718.58,,,,,0,718.58
2003,9,9,252,49.71583,-66.256,0,340,347,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,905.42,,,,,5432.452,8148.712,,5885.162,,905.42,19466.326,,,,,,,905.42,,,,,5432.452,8148.712,,5885.162,,905.42,19466.326
2003,9,16,259,48.66667,-68.58333,0,335,342,Ring net 1.0m (1.0 m),333,34,,,,407.427,1833.455,,407.427,,,,,4685.4775,7333.82,,1426.028,,2648.309,13445.3255,,,,407.4446083,1833.455033,,407.4270002,,,,,4685.477747,7333.82,,1426.028,,2648.326642,13445.32575
2003,9,25,268,49.24133,-66.19867,0,175,187,Ring net 0.75m xbow (0.75 m),202,34,,,,,452.7075,,,,,,,905.415,,,,,452.7075,905.415,,,,,452.7075,,,,,,,905.415,,,,,452.7075,905.415
2003,9,25,268,49.7165,-66.251,0,334,344,Ring net 0.75m xbow (0.75 m),202,34,,,,,905.4072,,452.7036,,,,452.7036,9506.8424,17655.5406,,3621.6622,,1358.1108,31236.7488,,,,,905.4072,,452.7036,,,,452.7053405,9506.8424,17655.5406,,3621.6622,,1358.1108,31236.75054
2003,10,2,275,48.665,-68.5875,0,335,342,Ring net 1.0m (1.0 m),333,34,,,,203.7135,1222.3145,,407.427,407.427,,,,3361.323,5602.205,,1527.868,,2240.882,10491.396,,,,203.7223041,1222.314522,,407.4270002,407.4270051,,,,3361.323177,5602.205,,1527.868,,2240.890832,10491.39618
2003,10,4,277,73.4983,19.34,0,470,483,WP II-56 cm,180,35,0,0,0,15.99999991,160,,0,0,0,0,1280,15.99999991,191.9999999,,15.99999991,0,176,1504,0,0,0,15.99999991,160,,0,0,0,0,1280.000361,15.99999991,191.9999999,,15.99999991,0,176,1504.000361
2003,10,5,278,74,19.2178,0,125,133,WP II-56 cm,180,35,0,0,384,896,3328,,0,0,0,0,0,0,0,,0,0,4608,0,0,0,384.0000661,896,3328,,0,0,0,0,0,0,0,,0,0,4608.000066,0
2003,10,11,284,49.245,-66.215,0,190,201,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,,538.935,,,,0,538.935,,,,,,,,,,,,,538.935,,,,0,538.935
2003,10,11,284,49.71333,-66.25,0,330,345,Ring net 0.75m xbow (0.75 m),202,34,,,,,538.923,,,,,,,5928.285,21557.415,,5928.285,,538.923,33413.985,,,,,538.923,,,,,,,5928.285,21557.415,,5928.285,,538.923,33413.985
2003,10,14,287,48.67217,-68.56017,0,320,342,Ring net 1.0m (1.0 m),333,34,,,,270.912,812.704,,203.168,338.624,,,67.712,4402.112,5350.272,,1151.328,67.712,1625.408,11039.136,,,,270.9237083,812.7040147,,203.1680001,338.6240042,,,68.87709305,4402.112232,5350.272,,1151.328,67.712,1625.419727,11040.30133
2003,10,23,296,48.62383,-68.54583,0,199,220,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,819.1238,409.5619,,,,0,1228.6857,,,,,,,,,,,,819.1238,409.5619,,,,0,1228.6857
2003,10,23,296,48.65933,-68.57667,0,310,336,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,2126.724,9782.949,,1701.373,,0,13611.046,,,,,,,,,,,,2126.724,9782.949,,1701.373,,0,13611.046
2003,10,23,296,48.70783,-68.62783,0,340,349,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,8125.014,11973.712,,1710.54,,0,21809.266,,,,,,,,,,,,8125.014,11973.712,,1710.54,,0,21809.266
2003,10,23,296,48.75,-68.66667,0,319,351,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,424.8123,,,,,4248.2187,14019.093,,4248.2187,,424.8123,22515.5304,,,,,,,424.8123,,,,,4248.2187,14019.093,,4248.2187,,424.8123,22515.5304
2003,10,23,296,48.78733,-68.707,0,140,151,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,1078.07,,,,,,,,,,1078.07,0,,,,,,,1078.07,,,,,,,,,,1078.07,0
2003,10,24,297,49.21683,-64.80433,0,212,235,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,872.3164,2180.8016,,872.3164,,0,3925.4344,,,,,,,,,,,,872.3164,2180.8016,,872.3164,,0,3925.4344
2003,10,24,297,49.24317,-66.198,0,172,189,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,905.58,452.79,,452.79,,0,1811.16,,,,,,,,,,,,905.58,452.79,,452.79,,0,1811.16
2003,10,24,297,49.40167,-66.21367,0,325,350,Ring net 0.75m xbow (0.75 m),202,34,,,,,1617.1025,,539.045,,,,,9163.57,19944.2425,,2695.16,,2156.1475,31802.9725,,,,,1617.1025,,539.045,,,,,9163.57,19944.2425,,2695.16,,2156.1475,31802.9725
2003,10,24,297,49.55083,-66.2315,0,323,340,Ring net 0.75m xbow (0.75 m),202,34,,,,,539.0224,,539.0224,,,,,9702.5647,22639.3284,,6468.398,,1078.0448,38810.2911,,,,,539.0224,,539.0224,,,,,9702.5647,22639.3284,,6468.398,,1078.0448,38810.2911
2003,10,24,297,49.72033,-66.24917,0,312,346,Ring net 0.75m xbow (0.75 m),202,34,,,,,1811.16,,,,,,,8602.9632,14941.992,,3622.2888,,1811.16,27167.244,,,,,1811.16,,,,,,,8602.9632,14941.992,,3622.2888,,1811.16,27167.244
2003,10,24,297,49.88367,-66.2675,0,272,283,Ring net 0.75m xbow (0.75 m),202,34,,,,,905.5696,,452.7984,,,,,2716.7088,7244.584,,1811.1392,,1358.368,11772.432,,,,,905.5696,,452.7984,,,,,2716.7088,7244.584,,1811.1392,,1358.368,11772.432
2003,10,25,298,49.318,-64.7145,0,376,386,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,539.0336,,,,,4851.2648,16170.9328,,3773.1976,,539.0336,24795.3952,,,,,,,539.0336,,,,,4851.2648,16170.9328,,3773.1976,,539.0336,24795.3952
2003,10,25,298,49.43367,-64.61283,0,366,375,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,539.0448,,,,539.0448,3773.2404,3773.2404,,1078.053,,539.0448,9163.5786,,,,,,,539.0448,,,,539.0468725,3773.2404,3773.2404,,1078.053,,539.0448,9163.580672
2003,10,25,298,49.54967,-64.51383,0,281,301,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,,1320.7562,,,,0,1320.7562,,,,,,,,,,,,,1320.7562,,,,0,1320.7562
2003,10,26,299,49.66667,-64.41767,0,160,168,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,452.784,,,,,,905.584,,,,452.784,905.584,,,,,,,452.784,,,,,,905.584,,,,452.784,905.584
2003,10,27,300,47.742,-63.999,0,77,83,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,35.2198,,,,,0,35.2198,,,,,,,,,,,,35.2198,,,,,0,35.2198
2003,10,29,302,47.00017,-61.75,0,36,43,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,1078.0308,,,,,0,1078.0308,,,,,,,,,,,,1078.0308,,,,,0,1078.0308
2003,10,29,302,47.16867,-62.24983,0,36,45,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,2772.1296,,,,,0,2772.1296,,,,,,,,,,,,2772.1296,,,,,0,2772.1296
2003,10,29,302,47.32917,-62.749,0,45,55,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,1460.5965,,,,,0,1460.5965,,,,,,,,,,,,1460.5965,,,,,0,1460.5965
2003,10,29,302,47.49983,-63.248,0,76,81,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,2327.6596,,,,,0,2327.6596,,,,,,,,,,,,2327.6596,,,,,0,2327.6596
2003,10,29,302,47.66033,-63.74933,0,62,67,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,452.786,,,,,0,452.786,,,,,,,,,,,,452.786,,,,,0,452.786
2003,10,31,304,46.90233,-61.50083,0,46,55,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,1078.0422,,,,,0,1078.0422,,,,,,,,,,,,1078.0422,,,,,0,1078.0422
2003,11,1,305,47.022,-60.10983,0,173,187,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,5473.0107,684.1285,,,,0,6157.1392,,,,,,,,,,,,5473.0107,684.1285,,,,0,6157.1392
2003,11,1,305,47.1,-59.9925,0,329,337,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,19136.5153,7087.6141,,2126.2941,,0,28350.4235,,,,,,,,,,,,19136.5153,7087.6141,,2126.2941,,0,28350.4235
2003,11,1,305,47.27183,-59.7845,0,454,475,Ring net 0.75m xbow (0.75 m),202,34,,,,703.927,1407.8994,,703.927,,,,703.927,18302.5106,6335.4792,,1407.8994,,2815.7534,26749.8162,,,,703.9270001,1407.8994,,703.927,,,,703.9297064,18302.5106,6335.4792,,1407.8994,,2815.7534,26749.81891
2003,11,1,305,47.43367,-59.55867,0,462,483,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,730.2834,,,,,18257.5008,18257.5008,,2921.1798,,730.2834,39436.1814,,,,,,,730.2834,,,,,18257.5008,18257.5008,,2921.1798,,730.2834,39436.1814
2003,11,1,305,47.58117,-59.34267,0,262,285,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,3651.494,,,,,0,3651.494,,,,,,,,,,,,3651.494,,,,,0,3651.494
2003,11,3,307,48.21017,-61.60917,0,282,300,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,14014.836,3234.2016,,,539.043,0,17788.0806,,,,,,,,,,,,14014.836,3234.2016,,,539.043,0,17788.0806
2003,11,3,307,48.356,-61.4495,0,381,405,Ring net 0.75m xbow (0.75 m),202,34,,,,,1617.0783,,1078.0776,,,,,11319.6624,13475.8176,,3773.2335,,2695.1559,28568.7135,,,,,1617.0783,,1078.0776,,,,,11319.6624,13475.8176,,3773.2335,,2695.1559,28568.7135
2003,11,3,307,48.50033,-61.29667,0,402,419,Ring net 0.75m xbow (0.75 m),202,34,,,,539.0418,,,539.0418,,,,,9702.5916,19405.143,,1078.0836,,1078.0836,30185.8182,,,,539.0418001,,,539.0418,,,,,9702.5916,19405.143,,1078.0836,,1078.0836,30185.8182
2003,11,3,307,48.7915,-60.9745,0,232,248,Ring net 0.75m xbow (0.75 m),202,34,,,,,539.0288,,,539.0288,,,,5390.3344,539.0288,,539.0288,,1078.0576,6468.392,,,,,539.0288,,,539.0288,,,,5390.3344,539.0288,,539.0288,,1078.0576,6468.392
2003,11,5,309,49.724,-59.21417,0,216,231,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,,,,,,1617.1056,539.028,,,,0,2156.1336,,,,,,,,,,,,1617.1056,539.028,,,,0,2156.1336
2003,11,5,309,49.85,-59.44767,0,252,268,Ring net 0.75m xbow (0.75 m),202,34,,,,,,,428.9544,428.9544,,,428.9544,14155.4952,3002.6808,,428.9544,,857.9088,18016.0848,,,,,,,428.9544,428.9544,,,428.9560492,14155.4952,3002.6808,,428.9544,,857.9088,18016.08645
2003,11,6,310,49.7175,-66.25,0,336,345,Ring net 0.75m xbow (0.75 m),202,34,,,,452.6928,,,452.6928,452.6928,,,,6337.8672,13128.4608,,2263.5312,,1358.0784,21729.8592,,,,452.6928001,,,452.6928,452.6928,,,,6337.8672,13128.4608,,2263.5312,,1358.0784,21729.8592
2003,11,7,311,49.24233,-66.19833,0,158,190,Ring net 0.75m xbow (0.75 m),202,34,,,,,452.7016,,,452.7016,,,,452.7016,452.7016,,,,905.4032,905.4032,,,,,452.7016,,,452.7016,,,,452.7016,452.7016,,,,905.4032,905.4032
2003,11,12,316,63.0718,3.6592,0,200,967,WP II-56 cm,180,36,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,,8,0,0,8
